,ID,rank2018,team2018,batting_average2018,numOfGames2018,plate_appearances2018,atbat2018,hits2018,HRｓ2018,RBI2018,steal2018,walks2018,deadball2018,strike_out2018,sacrifice_bunt2018,double_play2018,On_base_percentage2018,Slugging_percentage2018,OPS2018,RC272018,XR272018,rank2017,team2017,batting_average2017,numOfGames2017,plate_appearances2017,atbat2017,hits2017,HRｓ2017,RBI2017,steal2017,walks2017,deadball2017,strike_out2017,sacrifice_bunt2017,double_play2017,On_base_percentage2017,Slugging_percentage2017,OPS2017,RC272017,XR272017,rank2016,team2016,batting_average2016,numOfGames2016,plate_appearances2016,atbat2016,hits2016,HRｓ2016,RBI2016,steal2016,walks2016,deadball2016,strike_out2016,sacrifice_bunt2016,double_play2016,On_base_percentage2016,Slugging_percentage2016,OPS2016,RC272016,XR272016,rank2015,team2015,batting_average2015,numOfGames2015,plate_appearances2015,atbat2015,hits2015,HRｓ2015,RBI2015,steal2015,walks2015,deadball2015,strike_out2015,sacrifice_bunt2015,double_play2015,On_base_percentage2015,Slugging_percentage2015,OPS2015,RC272015,XR272015,rank2014,team2014,batting_average2014,numOfGames2014,plate_appearances2014,atbat2014,hits2014,HRｓ2014,RBI2014,steal2014,walks2014,deadball2014,strike_out2014,sacrifice_bunt2014,double_play2014,On_base_percentage2014,Slugging_percentage2014,OPS2014,RC272014,XR272014,player_name
438,439,,,,,,,,,,,,,,,,,,,,,302.0,Doragons,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-2.92,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,石垣 雅海
439,440,,,,,,,,,,,,,,,,,,,,,302.0,Yakult,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,星野 雄大
440,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.0,Yakult,0.091,13.0,12.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.16699999999999998,0.091,0.258,-0.49,-0.19,193.0,Yakult,0.231,14.0,14.0,13.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.28600000000000003,0.231,0.516,2.96,3.02,川崎 成晃
441,442,235.0,DeNA,0.177,91.0,230.0,209.0,37.0,5.0,25.0,0.0,6.0,8.0,56.0,6.0,9.0,0.228,0.282,0.51,1.37,1.53,125.0,DeNA,0.248,52.0,135.0,121.0,30.0,3.0,12.0,0.0,4.0,6.0,35.0,4.0,3.0,0.305,0.364,0.669,3.58,3.58,10.0,DeNA,0.333,11.0,17.0,15.0,5.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,0.412,0.4,0.812,5.59,5.18,153.0,DeNA,0.237,74.0,208.0,186.0,44.0,5.0,26.0,0.0,12.0,5.0,46.0,3.0,2.0,0.298,0.371,0.669,3.83,3.94,88.0,DeNA,0.273,10.0,14.0,11.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,0.385,0.455,0.8390000000000001,6.31,6.06,嶺井 博希
442,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,Rakuten,0.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,-3.15,-2.89,312.0,Rakuten,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,小山 桂司
443,444,,,,,,,,,,,,,,,,,,,,,235.0,Fighters,0.182,3.0,12.0,11.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.25,0.182,0.4320000000000001,1.26,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,髙濱 祐仁
444,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.0,Rakuten,0.1,11.0,21.0,20.0,2.0,1.0,1.0,0.0,1.0,0.0,6.0,0.0,2.0,0.14300000000000002,0.25,0.393,-0.52,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,哲朗
445,446,64.0,Carp,0.278,11.0,22.0,18.0,5.0,0.0,2.0,1.0,2.0,1.0,9.0,1.0,0.0,0.381,0.389,0.77,6.04,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,曽根 海成
446,447,,,,,,,,,,,,,,,,,,,,,299.0,Tigers,0.063,17.0,17.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.118,0.063,0.18,-1.27,-0.95,278.0,Tigers,0.154,46.0,88.0,78.0,12.0,3.0,8.0,1.0,7.0,1.0,21.0,1.0,1.0,0.23,0.308,0.5379999999999999,2.12,2.47,237.0,Tigers,0.193,93.0,162.0,150.0,29.0,4.0,19.0,0.0,10.0,1.0,41.0,0.0,3.0,0.247,0.327,0.574,2.39,2.55,49.0,Tigers,0.295,78.0,196.0,173.0,51.0,7.0,34.0,0.0,17.0,3.0,48.0,1.0,0.0,0.364,0.468,0.8320000000000001,6.6,6.52,新井 良太
447,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,DeNA,0.261,27.0,30.0,23.0,6.0,1.0,6.0,0.0,7.0,0.0,9.0,0.0,1.0,0.433,0.435,0.868,6.89,6.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,後藤Ｇ武敏
448,449,127.0,Tigers,0.242,75.0,302.0,281.0,68.0,8.0,40.0,0.0,17.0,1.0,71.0,0.0,12.0,0.285,0.374,0.6579999999999999,3.09,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,Carp,0.258,42.0,136.0,124.0,32.0,2.0,12.0,1.0,11.0,1.0,23.0,0.0,1.0,0.324,0.34700000000000003,0.67,4.1,4.05,8.0,Carp,0.336,69.0,264.0,238.0,80.0,14.0,49.0,1.0,23.0,1.0,58.0,0.0,8.0,0.394,0.584,0.978,7.85,7.61,ロサリオ
449,450,184.0,Orix,0.21600000000000005,33.0,43.0,37.0,8.0,0.0,4.0,2.0,3.0,2.0,12.0,1.0,0.0,0.31,0.21600000000000005,0.526,2.53,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,後藤 駿太
450,451,277.0,Giants,0.104,29.0,58.0,48.0,5.0,0.0,3.0,0.0,10.0,0.0,20.0,0.0,1.0,0.259,0.146,0.404,0.93,1.14,10.0,Giants,0.35,21.0,45.0,40.0,14.0,4.0,8.0,0.0,3.0,2.0,14.0,0.0,0.0,0.422,0.65,1.072,10.66,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宇佐見 真吾
451,452,,,,,,,,,,,,,,,,,,,,,262.0,Yakult,0.14300000000000002,9.0,8.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.25,0.14300000000000002,0.393,0.91,1.22,,,,,,,,,,,,,,,,,,,,,296.0,Rakuten,0.056,15.0,19.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.105,0.056,0.161,-1.47,-1.16,279.0,Rakuten,0.14300000000000002,24.0,23.0,21.0,3.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.182,0.28600000000000003,0.468,0.23,0.41,榎本 葵
452,453,3.0,Tigers,0.422,20.0,53.0,45.0,19.0,1.0,6.0,4.0,6.0,0.0,8.0,1.0,1.0,0.481,0.556,1.036,11.35,10.71,46.0,Tigers,0.284,125.0,488.0,409.0,116.0,9.0,38.0,16.0,50.0,4.0,71.0,23.0,7.0,0.366,0.403,0.769,5.47,5.34,104.0,Tigers,0.257,45.0,113.0,101.0,26.0,2.0,8.0,3.0,12.0,0.0,14.0,0.0,0.0,0.336,0.386,0.722,5.27,5.1,119.0,Tigers,0.253,108.0,452.0,375.0,95.0,4.0,31.0,19.0,44.0,4.0,69.0,29.0,1.0,0.338,0.339,0.677,4.02,3.95,78.0,Tigers,0.276,131.0,600.0,515.0,142.0,7.0,38.0,20.0,70.0,6.0,97.0,7.0,7.0,0.368,0.39,0.758,5.31,5.19,上本 博紀
453,454,105.0,Tigers,0.257,20.0,39.0,35.0,9.0,1.0,3.0,0.0,3.0,0.0,14.0,0.0,4.0,0.308,0.343,0.6509999999999999,2.18,2.53,302.0,Tigers,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-2.92,-2.61,162.0,Tigers,0.236,40.0,115.0,106.0,25.0,0.0,5.0,1.0,7.0,0.0,31.0,2.0,0.0,0.28300000000000003,0.302,0.585,3.08,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,板山 祐太郎
454,455,38.0,Lotte,0.294,10.0,18.0,17.0,5.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.333,0.294,0.627,4.32,4.23,201.0,Lotte,0.206,91.0,240.0,214.0,44.0,5.0,23.0,1.0,14.0,1.0,56.0,9.0,1.0,0.255,0.336,0.5920000000000001,2.82,2.97,162.0,Lotte,0.236,38.0,80.0,72.0,17.0,0.0,7.0,0.0,2.0,0.0,20.0,6.0,2.0,0.257,0.319,0.5760000000000001,2.25,2.14,284.0,Lotte,0.12,41.0,30.0,25.0,3.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,0.0,0.207,0.12,0.327,0.39,1.01,225.0,Lotte,0.208,16.0,26.0,24.0,5.0,2.0,3.0,0.0,1.0,0.0,6.0,0.0,0.0,0.231,0.458,0.6890000000000001,3.1,3.87,大嶺 翔太
455,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.0,Rakuten,0.111,4.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.111,0.111,0.222,-1.0,-0.78,中島 俊哉
456,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.0,Orix,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,Orix,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.92,-2.7,142.0,Doragons,0.25,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,2.05,2.07,田中 大輔
457,458,41.0,Softbank,0.292,136.0,580.0,506.0,148.0,14.0,57.0,1.0,60.0,5.0,68.0,3.0,5.0,0.369,0.435,0.804,6.12,6.02,68.0,Softbank,0.27,143.0,600.0,511.0,138.0,6.0,42.0,3.0,67.0,3.0,57.0,14.0,5.0,0.355,0.35,0.705,4.63,4.65,52.0,Softbank,0.287,143.0,612.0,488.0,140.0,7.0,50.0,6.0,99.0,12.0,53.0,9.0,8.0,0.416,0.377,0.7929999999999999,6.28,6.19,25.0,Softbank,0.3,135.0,590.0,506.0,152.0,1.0,39.0,7.0,66.0,6.0,47.0,9.0,7.0,0.386,0.35,0.735,5.37,5.22,28.0,Softbank,0.308,143.0,638.0,571.0,176.0,4.0,61.0,10.0,59.0,3.0,61.0,3.0,4.0,0.375,0.382,0.757,5.83,5.6,中村 晃
458,459,235.0,Rakuten,0.177,33.0,70.0,62.0,11.0,3.0,13.0,0.0,6.0,1.0,14.0,0.0,2.0,0.257,0.387,0.644,2.95,3.21,247.0,Rakuten,0.16899999999999998,32.0,77.0,71.0,12.0,1.0,4.0,1.0,6.0,0.0,23.0,0.0,1.0,0.234,0.268,0.501,1.77,1.88,66.0,Rakuten,0.278,45.0,66.0,54.0,15.0,1.0,6.0,3.0,11.0,1.0,23.0,0.0,1.0,0.409,0.35200000000000004,0.7609999999999999,6.29,6.22,165.0,Rakuten,0.232,28.0,94.0,82.0,19.0,2.0,7.0,3.0,12.0,0.0,24.0,0.0,3.0,0.33,0.354,0.6829999999999999,3.85,3.9,210.0,Rakuten,0.219,71.0,251.0,210.0,46.0,5.0,31.0,3.0,35.0,3.0,66.0,1.0,8.0,0.336,0.333,0.669,3.73,3.89,枡田 慎太郎
459,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,DeNA,0.202,64.0,148.0,129.0,26.0,1.0,9.0,0.0,8.0,4.0,32.0,7.0,6.0,0.27,0.279,0.5489999999999999,1.87,1.88,278.0,DeNA,0.145,48.0,76.0,69.0,10.0,0.0,4.0,0.0,5.0,2.0,28.0,0.0,0.0,0.224,0.188,0.412,0.98,1.19,高城 俊人
460,461,127.0,Softbank,0.242,71.0,296.0,281.0,68.0,8.0,30.0,1.0,9.0,3.0,32.0,0.0,6.0,0.27,0.3670000000000001,0.637,3.19,3.31,31.0,Softbank,0.297,73.0,300.0,266.0,79.0,12.0,50.0,0.0,32.0,0.0,26.0,0.0,9.0,0.37,0.481,0.851,6.13,6.05,26.0,Softbank,0.304,141.0,605.0,556.0,169.0,18.0,106.0,3.0,38.0,2.0,53.0,0.0,27.0,0.345,0.435,0.7809999999999999,4.87,4.89,48.0,Softbank,0.284,136.0,585.0,529.0,150.0,11.0,82.0,1.0,45.0,4.0,55.0,0.0,24.0,0.34,0.395,0.735,4.42,4.41,31.0,Softbank,0.307,122.0,534.0,488.0,150.0,18.0,74.0,0.0,34.0,5.0,48.0,0.0,5.0,0.354,0.475,0.8290000000000001,6.36,6.24,内川 聖一
461,462,56.0,Giants,0.285,132.0,547.0,499.0,142.0,21.0,84.0,2.0,41.0,1.0,92.0,0.0,12.0,0.336,0.467,0.8029999999999999,5.52,5.5,19.0,Giants,0.315,139.0,586.0,523.0,165.0,18.0,77.0,4.0,58.0,1.0,107.0,0.0,20.0,0.382,0.514,0.897,6.79,6.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マギー
462,463,207.0,Tigers,0.2,12.0,37.0,35.0,7.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,0.0,0.222,0.28600000000000003,0.508,1.51,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,島田 海吏
463,464,,,,,,,,,,,,,,,,,,,,,109.0,Giants,0.25,52.0,68.0,64.0,16.0,0.0,0.0,0.0,3.0,0.0,14.0,1.0,2.0,0.284,0.25,0.534,2.03,2.06,277.0,Giants,0.157,54.0,115.0,108.0,17.0,1.0,7.0,0.0,6.0,0.0,18.0,1.0,4.0,0.202,0.231,0.433,0.68,0.82,35.0,Lions,0.294,118.0,272.0,235.0,69.0,3.0,22.0,4.0,27.0,1.0,47.0,8.0,3.0,0.3670000000000001,0.396,0.763,5.37,5.19,108.0,Lions,0.263,96.0,233.0,205.0,54.0,2.0,20.0,4.0,15.0,2.0,45.0,10.0,1.0,0.318,0.34600000000000003,0.665,4.02,3.94,脇谷 亮太
464,465,215.0,Rakuten,0.194,27.0,69.0,62.0,12.0,0.0,2.0,1.0,4.0,1.0,18.0,2.0,1.0,0.254,0.21,0.463,1.51,1.61,109.0,Rakuten,0.25,111.0,252.0,232.0,58.0,1.0,21.0,2.0,13.0,4.0,50.0,2.0,2.0,0.3,0.341,0.6409999999999999,3.62,3.54,39.0,Rakuten,0.294,94.0,229.0,201.0,59.0,3.0,19.0,3.0,11.0,2.0,41.0,14.0,5.0,0.335,0.388,0.723,4.13,4.04,121.0,Rakuten,0.252,86.0,288.0,258.0,65.0,0.0,12.0,15.0,23.0,2.0,68.0,4.0,4.0,0.317,0.314,0.631,3.56,3.52,105.0,Rakuten,0.264,66.0,209.0,182.0,48.0,1.0,17.0,5.0,20.0,4.0,46.0,2.0,2.0,0.348,0.341,0.688,4.29,4.27,聖澤 諒
465,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,Orix,0.24,117.0,483.0,417.0,100.0,10.0,46.0,1.0,53.0,12.0,93.0,0.0,10.0,0.342,0.35700000000000004,0.6990000000000001,4.28,4.3,,,,,,,,,,,,,,,,,,,,,中島 裕之
466,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0,Doragons,0.063,17.0,17.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,0.063,0.063,0.125,-2.52,-2.4,小田 幸平
467,468,,,,,,,,,,,,,,,,,,,,,296.0,Doragons,0.071,12.0,16.0,14.0,1.0,1.0,1.0,0.0,2.0,0.0,5.0,0.0,1.0,0.188,0.28600000000000003,0.473,0.56,1.04,299.0,Doragons,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7,-2.43,,,,,,,,,,,,,,,,,,,,,236.0,Doragons,0.2,2.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2,0.4,0.77,0.88,溝脇 隼人
468,469,41.0,Softbank,0.292,54.0,202.0,185.0,54.0,9.0,30.0,1.0,15.0,1.0,34.0,0.0,8.0,0.34700000000000003,0.481,0.828,5.5,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,グラシアル
469,470,244.0,Giants,0.16699999999999998,97.0,23.0,18.0,3.0,0.0,0.0,7.0,2.0,0.0,6.0,3.0,0.0,0.25,0.16699999999999998,0.417,3.15,3.24,,,,,,,,,,,,,,,,,,,,,252.0,Giants,0.17600000000000002,50.0,56.0,51.0,9.0,0.0,1.0,1.0,3.0,0.0,14.0,2.0,0.0,0.222,0.17600000000000002,0.399,0.53,0.73,128.0,Giants,0.25,47.0,60.0,56.0,14.0,0.0,4.0,3.0,2.0,0.0,15.0,2.0,1.0,0.276,0.375,0.6509999999999999,3.65,3.4,312.0,Doragons,0.0,16.0,17.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.067,0.0,0.067,-1.73,-1.45,吉川 大幾
470,471,228.0,Giants,0.18600000000000005,70.0,97.0,86.0,16.0,1.0,6.0,0.0,6.0,2.0,25.0,3.0,3.0,0.255,0.279,0.534,1.82,1.87,123.0,Giants,0.249,90.0,254.0,229.0,57.0,5.0,15.0,2.0,19.0,1.0,44.0,4.0,5.0,0.308,0.376,0.684,3.87,3.85,227.0,Giants,0.196,43.0,61.0,51.0,10.0,0.0,4.0,0.0,7.0,1.0,13.0,1.0,0.0,0.3,0.275,0.575,3.09,3.34,211.0,Giants,0.209,29.0,47.0,43.0,9.0,0.0,2.0,0.0,2.0,1.0,9.0,1.0,0.0,0.261,0.233,0.493,1.97,2.04,232.0,Giants,0.204,23.0,52.0,49.0,10.0,0.0,3.0,1.0,3.0,0.0,13.0,0.0,3.0,0.25,0.28600000000000003,0.536,1.58,1.58,中井 大介
471,472,11.0,Doragons,0.329,138.0,568.0,493.0,162.0,9.0,55.0,8.0,67.0,3.0,69.0,2.0,7.0,0.41,0.456,0.866,7.16,6.85,131.0,Doragons,0.244,66.0,270.0,238.0,58.0,6.0,29.0,4.0,29.0,1.0,60.0,0.0,4.0,0.326,0.395,0.721,4.68,4.69,134.0,Doragons,0.248,118.0,494.0,416.0,103.0,14.0,73.0,4.0,72.0,2.0,89.0,0.0,5.0,0.358,0.411,0.769,5.49,5.53,51.0,Doragons,0.28300000000000003,130.0,559.0,491.0,139.0,13.0,53.0,11.0,64.0,3.0,86.0,1.0,5.0,0.369,0.43,0.799,5.92,5.74,75.0,Doragons,0.277,119.0,488.0,429.0,119.0,11.0,65.0,7.0,54.0,1.0,65.0,0.0,13.0,0.35700000000000004,0.399,0.755,5.07,5.06,平田 良介
472,473,228.0,Lotte,0.18600000000000005,28.0,45.0,43.0,8.0,0.0,3.0,0.0,0.0,0.0,18.0,1.0,0.0,0.182,0.233,0.414,0.86,1.14,176.0,Lotte,0.22,40.0,118.0,109.0,24.0,1.0,9.0,1.0,6.0,1.0,34.0,2.0,0.0,0.267,0.33,0.598,3.08,3.02,198.0,Lotte,0.215,48.0,121.0,107.0,23.0,2.0,12.0,1.0,10.0,1.0,30.0,2.0,2.0,0.28600000000000003,0.327,0.613,3.08,3.26,135.0,Lotte,0.245,62.0,187.0,163.0,40.0,2.0,15.0,2.0,20.0,0.0,41.0,3.0,0.0,0.326,0.362,0.688,4.43,4.47,245.0,Lotte,0.197,78.0,224.0,198.0,39.0,2.0,21.0,1.0,15.0,1.0,55.0,7.0,4.0,0.253,0.303,0.556,1.8,2.03,根元 俊一
473,474,256.0,Yakult,0.14400000000000002,47.0,97.0,90.0,13.0,0.0,4.0,0.0,5.0,0.0,26.0,2.0,2.0,0.189,0.17800000000000002,0.3670000000000001,0.21,0.35,249.0,Yakult,0.16699999999999998,7.0,13.0,12.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.16699999999999998,0.16699999999999998,0.333,0.17,0.29,299.0,Yakult,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.85,-6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,井野 卓
474,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.0,Tigers,0.175,87.0,46.0,40.0,7.0,0.0,2.0,1.0,3.0,1.0,13.0,2.0,0.0,0.25,0.225,0.475,1.85,2.0,229.0,Tigers,0.206,88.0,78.0,63.0,13.0,0.0,6.0,0.0,10.0,0.0,21.0,3.0,0.0,0.307,0.254,0.561,2.97,3.31,坂 克彦
475,476,,,,,,,,,,,,,,,,,,,,,56.0,Orix,0.276,38.0,110.0,98.0,27.0,1.0,11.0,0.0,12.0,0.0,28.0,0.0,3.0,0.355,0.388,0.742,4.43,4.23,145.0,Orix,0.244,94.0,348.0,308.0,75.0,8.0,38.0,2.0,30.0,6.0,88.0,0.0,10.0,0.319,0.364,0.6829999999999999,3.87,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,モレル
476,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0,Lotte,0.243,17.0,41.0,37.0,9.0,0.0,4.0,0.0,3.0,1.0,6.0,0.0,1.0,0.317,0.297,0.614,3.21,3.13,里崎 智也
477,478,48.0,Orix,0.287,90.0,164.0,143.0,41.0,2.0,15.0,10.0,12.0,3.0,38.0,3.0,4.0,0.348,0.378,0.725,4.79,4.87,300.0,Orix,0.059,43.0,20.0,17.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,0.111,0.059,0.17,-1.12,-0.87,284.0,Orix,0.13699999999999998,78.0,58.0,51.0,7.0,0.0,3.0,4.0,5.0,0.0,19.0,1.0,0.0,0.211,0.13699999999999998,0.348,0.65,1.09,11.0,Orix,0.326,31.0,97.0,89.0,29.0,2.0,6.0,6.0,4.0,1.0,23.0,3.0,1.0,0.362,0.461,0.8220000000000001,6.33,5.99,,,,,,,,,,,,,,,,,,,,,小田 裕也
478,479,290.0,Carp,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,Carp,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,船越 涼太
479,480,,,,,,,,,,,,,,,,,,,,,177.0,Doragons,0.219,22.0,34.0,32.0,7.0,0.0,3.0,0.0,2.0,0.0,6.0,0.0,0.0,0.265,0.281,0.546,2.55,2.51,229.0,Doragons,0.194,13.0,31.0,31.0,6.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.194,0.32299999999999995,0.516,1.86,2.0,298.0,Doragons,0.0,9.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,-3.02,-2.84,,,,,,,,,,,,,,,,,,,,,井領 雅貴
480,481,32.0,Carp,0.306,125.0,566.0,432.0,132.0,39.0,97.0,10.0,130.0,3.0,130.0,0.0,5.0,0.468,0.627,1.096,10.61,10.35,25.0,Carp,0.308,143.0,651.0,556.0,171.0,23.0,92.0,13.0,83.0,4.0,113.0,2.0,6.0,0.398,0.505,0.903,7.7,7.52,47.0,Carp,0.29100000000000004,143.0,652.0,557.0,162.0,20.0,90.0,23.0,84.0,7.0,107.0,1.0,9.0,0.389,0.481,0.87,6.91,6.75,132.0,Carp,0.249,143.0,633.0,530.0,132.0,19.0,63.0,15.0,94.0,1.0,143.0,4.0,4.0,0.361,0.413,0.774,5.56,5.59,26.0,Carp,0.31,144.0,644.0,536.0,166.0,19.0,67.0,26.0,100.0,4.0,95.0,0.0,12.0,0.419,0.491,0.91,7.66,7.44,丸 佳浩
481,482,101.0,Lions,0.26,75.0,120.0,104.0,27.0,3.0,12.0,7.0,10.0,1.0,33.0,5.0,0.0,0.33,0.413,0.7440000000000001,4.83,4.77,213.0,Lions,0.201,105.0,203.0,184.0,37.0,2.0,13.0,7.0,13.0,1.0,53.0,4.0,5.0,0.256,0.272,0.528,1.82,1.98,260.0,Lions,0.16699999999999998,28.0,35.0,30.0,5.0,0.0,2.0,1.0,2.0,0.0,12.0,3.0,0.0,0.219,0.2,0.419,1.21,1.3,232.0,Lions,0.195,49.0,92.0,82.0,16.0,5.0,12.0,1.0,4.0,2.0,28.0,4.0,0.0,0.25,0.451,0.701,3.86,3.99,214.0,Lions,0.215,100.0,330.0,284.0,61.0,10.0,27.0,16.0,20.0,3.0,112.0,21.0,3.0,0.272,0.38,0.652,3.16,3.31,木村 文紀
482,483,260.0,Carp,0.139,30.0,38.0,36.0,5.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0,2.0,0.162,0.139,0.301,-0.75,-0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,Carp,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.77,-2.52,,,,,,,,,,,,,,,,,,,,,美間 優槻
