ID,rank2018,player_name2018,team2018,batting_average2018,numOfGames2018,plate_appearances2018,atbat2018,hits2018,HRｓ2018,RBI2018,盗塁2018,walks2018,deadball2018,strike_out2018,sacrifice_bunt2018,double_play2018,On_base_percentage2018,Slugging_percentage2018,OPS2018,RC272018,XR272018,rank2017,player_name2017,team2017,batting_average2017,numOfGames2017,plate_appearances2017,atbat2017,hits2017,HRｓ2017,RBI2017,盗塁2017,walks2017,deadball2017,strike_out2017,sacrifice_bunt2017,double_play2017,On_base_percentage2017,Slugging_percentage2017,OPS2017,RC272017,XR272017,rank2016,player_name2016,team2016,batting_average2016,numOfGames2016,plate_appearances2016,atbat2016,hits2016,HRｓ2016,RBI2016,盗塁2016,walks2016,deadball2016,strike_out2016,sacrifice_bunt2016,double_play2016,On_base_percentage2016,Slugging_percentage2016,OPS2016,RC272016,XR272016,rank2015,player_name2015,team2015,batting_average2015,numOfGames2015,plate_appearances2015,atbat2015,hits2015,HRｓ2015,RBI2015,盗塁2015,walks2015,deadball2015,strike_out2015,sacrifice_bunt2015,double_play2015,On_base_percentage2015,Slugging_percentage2015,OPS2015,RC272015,XR272015,rank2014,player_name2014,team2014,batting_average2014,numOfGames2014,plate_appearances2014,atbat2014,hits2014,HRｓ2014,RBI2014,盗塁2014,walks2014,deadball2014,strike_out2014,sacrifice_bunt2014,double_play2014,On_base_percentage2014,Slugging_percentage2014,OPS2014,RC272014,XR272014
419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,ペーニャ,楽天,0.268,125.0,492.0,406.0,109.0,17.0,40.0,1.0,70.0,16.0,111.0,0.0,5.0,0.396,0.44799999999999995,0.845,6.68,6.59,134.0,ペーニャ,オリックス,0.255,140.0,572.0,502.0,128.0,32.0,90.0,2.0,59.0,10.0,124.0,0.0,15.0,0.344,0.486,0.83,5.68,5.67
420,,,,,,,,,,,,,,,,,,,,,,276.0,荒木　郁也,阪神,0.11800000000000001,49.0,22.0,17.0,2.0,0.0,0.0,4.0,2.0,0.0,7.0,3.0,0.0,0.21100000000000002,0.11800000000000001,0.32799999999999996,1.48,1.67,136.0,荒木　郁也,阪神,0.24600000000000002,46.0,73.0,57.0,14.0,0.0,2.0,2.0,8.0,1.0,10.0,7.0,1.0,0.348,0.281,0.629,3.68,3.56,224.0,荒木　郁也,阪神,0.2,29.0,41.0,35.0,7.0,0.0,0.0,4.0,3.0,1.0,7.0,2.0,1.0,0.282,0.2,0.48200000000000004,2.26,2.36,287.0,荒木　郁也,阪神,0.125,15.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.125,0.125,0.25,-1.52,-1.29
421,273.0,三輪　正義,ヤクルト,0.11800000000000001,25.0,24.0,17.0,2.0,0.0,1.0,0.0,2.0,0.0,4.0,5.0,0.0,0.21100000000000002,0.11800000000000001,0.32799999999999996,0.50,0.68,302.0,三輪　正義,ヤクルト,0.0,16.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-1.43,-1.26,152.0,三輪　正義,ヤクルト,0.242,51.0,41.0,33.0,8.0,0.0,2.0,1.0,3.0,0.0,10.0,5.0,1.0,0.306,0.303,0.609,2.86,2.82,163.0,三輪　正義,ヤクルト,0.233,87.0,102.0,86.0,20.0,0.0,7.0,4.0,9.0,0.0,23.0,6.0,1.0,0.302,0.29100000000000004,0.593,2.91,3.04,142.0,三輪　正義,ヤクルト,0.25,32.0,22.0,20.0,5.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.28600000000000003,0.3,0.586,2.27,2.16
422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.0,藤井　彰人,阪神,0.172,71.0,159.0,134.0,23.0,0.0,3.0,0.0,21.0,0.0,20.0,4.0,4.0,0.284,0.19399999999999998,0.478,1.62,1.78,214.0,藤井　彰人,阪神,0.215,34.0,73.0,65.0,14.0,0.0,5.0,0.0,7.0,0.0,10.0,0.0,3.0,0.28800000000000003,0.262,0.5489999999999999,2.11,2.23
423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,ミランダ,日本ハム,0.22699999999999998,116.0,427.0,375.0,85.0,14.0,57.0,0.0,42.0,6.0,108.0,0.0,6.0,0.311,0.389,0.701,4.21,4.35
424,127.0,西浦　直亨,ヤクルト,0.242,138.0,550.0,479.0,116.0,10.0,55.0,1.0,40.0,8.0,88.0,20.0,10.0,0.309,0.363,0.6729999999999999,3.67,3.67,196.0,西浦　直亨,ヤクルト,0.20800000000000002,72.0,171.0,144.0,30.0,0.0,8.0,3.0,16.0,1.0,31.0,8.0,5.0,0.28800000000000003,0.25,0.5379999999999999,2.23,2.35,109.0,西浦　直亨,ヤクルト,0.255,72.0,273.0,247.0,63.0,7.0,28.0,9.0,23.0,0.0,54.0,2.0,3.0,0.317,0.389,0.706,4.42,4.41,31.0,西浦　直亨,ヤクルト,0.295,26.0,48.0,44.0,13.0,1.0,5.0,1.0,3.0,0.0,12.0,1.0,0.0,0.34,0.47700000000000004,0.818,6.24,5.90,273.0,西浦　直亨,ヤクルト,0.156,14.0,36.0,32.0,5.0,1.0,5.0,0.0,4.0,0.0,6.0,0.0,0.0,0.25,0.281,0.531,2.30,2.54
425,35.0,モヤ,中日,0.301,46.0,101.0,93.0,28.0,3.0,16.0,0.0,6.0,1.0,25.0,0.0,1.0,0.34700000000000003,0.441,0.787,5.48,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,シアーホルツ,広島,0.25,65.0,248.0,232.0,58.0,10.0,30.0,3.0,14.0,2.0,67.0,0.0,0.0,0.298,0.435,0.7340000000000001,4.70,4.68,,,,,,,,,,,,,,,,,,,,,
427,17.0,吉田　正尚,オリックス,0.321,143.0,598.0,514.0,165.0,26.0,86.0,3.0,69.0,7.0,74.0,0.0,9.0,0.40299999999999997,0.5529999999999999,0.956,8.27,8.02,21.0,吉田　正尚,オリックス,0.311,64.0,268.0,228.0,71.0,12.0,38.0,1.0,38.0,1.0,32.0,0.0,9.0,0.41,0.518,0.9279999999999999,7.41,7.2,50.0,吉田　正尚,オリックス,0.29,63.0,258.0,231.0,67.0,10.0,34.0,0.0,25.0,1.0,34.0,0.0,6.0,0.36,0.494,0.8540000000000001,6.09,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0,ゴームズ,楽天,0.16899999999999998,18.0,75.0,65.0,11.0,1.0,7.0,0.0,8.0,2.0,22.0,0.0,1.0,0.28,0.24600000000000002,0.526,1.99,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.0,セラテリ,西武,0.183,33.0,74.0,60.0,11.0,0.0,6.0,1.0,12.0,1.0,21.0,1.0,1.0,0.32899999999999996,0.233,0.562,3.00,3.15,,,,,,,,,,,,,,,,,,,,,
430,223.0,川瀬　晃,ソフトバンク,0.188,13.0,36.0,32.0,6.0,0.0,2.0,1.0,2.0,0.0,9.0,2.0,2.0,0.235,0.21899999999999997,0.45399999999999996,0.86,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.0,美沢　将,西武,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00
433,232.0,細谷　圭,ロッテ,0.182,21.0,27.0,22.0,4.0,0.0,1.0,1.0,4.0,0.0,3.0,1.0,0.0,0.308,0.22699999999999998,0.535,2.98,3.07,227.0,細谷　圭,ロッテ,0.19,41.0,106.0,100.0,19.0,2.0,13.0,0.0,5.0,0.0,38.0,1.0,2.0,0.22899999999999998,0.32,0.5489999999999999,1.99,2.1,69.0,細谷　圭,ロッテ,0.275,116.0,404.0,371.0,102.0,3.0,40.0,9.0,18.0,3.0,93.0,11.0,6.0,0.313,0.38299999999999995,0.696,4.08,3.91,25.0,細谷　圭,ロッテ,0.3,16.0,14.0,10.0,3.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.429,0.3,0.7290000000000001,7.24,8.20,218.0,細谷　圭,ロッテ,0.212,45.0,39.0,33.0,7.0,0.0,0.0,1.0,3.0,1.0,8.0,2.0,1.0,0.297,0.212,0.509,1.69,1.83
434,263.0,工藤　隆人,中日,0.133,73.0,17.0,15.0,2.0,0.0,1.0,3.0,0.0,1.0,7.0,1.0,0.0,0.188,0.133,0.321,0.41,0.67,151.0,工藤　隆人,中日,0.235,82.0,58.0,51.0,12.0,0.0,0.0,3.0,3.0,0.0,13.0,4.0,1.0,0.278,0.255,0.5329999999999999,2.17,2.13,28.0,工藤　隆人,中日,0.302,74.0,72.0,63.0,19.0,0.0,3.0,5.0,4.0,3.0,14.0,2.0,0.0,0.371,0.365,0.737,5.35,5.14,263.0,工藤　隆人,中日,0.16699999999999998,13.0,7.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.28600000000000003,0.16699999999999998,0.452,1.71,2.00,28.0,工藤　隆人,中日,0.308,46.0,46.0,39.0,12.0,1.0,8.0,1.0,4.0,1.0,11.0,1.0,1.0,0.37799999999999995,0.462,0.8390000000000001,5.30,5.37
435,89.0,角中　勝也,ロッテ,0.265,112.0,470.0,411.0,109.0,7.0,57.0,3.0,48.0,5.0,63.0,0.0,9.0,0.345,0.382,0.727,4.69,4.71,71.0,角中　勝也,ロッテ,0.26899999999999996,110.0,452.0,383.0,103.0,8.0,44.0,6.0,62.0,4.0,44.0,1.0,6.0,0.375,0.397,0.772,5.76,5.66,8.0,角中　勝也,ロッテ,0.33899999999999997,143.0,607.0,525.0,178.0,8.0,69.0,12.0,68.0,6.0,64.0,2.0,8.0,0.41700000000000004,0.461,0.877,7.62,7.28,38.0,角中　勝也,ロッテ,0.293,111.0,484.0,427.0,125.0,6.0,52.0,8.0,47.0,1.0,52.0,7.0,12.0,0.363,0.405,0.768,5.17,5.01,75.0,角中　勝也,ロッテ,0.27699999999999997,133.0,544.0,451.0,125.0,8.0,57.0,9.0,76.0,6.0,66.0,7.0,4.0,0.385,0.401,0.787,6.17,6.09
436,95.0,福田　秀平,ソフトバンク,0.263,110.0,128.0,118.0,31.0,7.0,15.0,6.0,4.0,2.0,35.0,4.0,6.0,0.298,0.49200000000000005,0.79,4.43,4.42,234.0,福田　秀平,ソフトバンク,0.183,104.0,113.0,104.0,19.0,3.0,16.0,4.0,6.0,0.0,34.0,3.0,1.0,0.22699999999999998,0.308,0.535,1.96,2.15,167.0,福田　秀平,ソフトバンク,0.231,81.0,239.0,212.0,49.0,3.0,18.0,11.0,20.0,1.0,51.0,4.0,2.0,0.298,0.335,0.633,3.58,3.68,165.0,福田　秀平,ソフトバンク,0.23199999999999998,84.0,183.0,168.0,39.0,1.0,14.0,10.0,12.0,0.0,35.0,3.0,1.0,0.28300000000000003,0.33899999999999997,0.623,3.31,3.23,,,,,,,,,,,,,,,,,,,,,
437,118.0,阿部　慎之助,巨人,0.247,95.0,223.0,198.0,49.0,11.0,46.0,0.0,21.0,2.0,55.0,1.0,6.0,0.324,0.444,0.769,4.76,4.84,88.0,阿部　慎之助,巨人,0.262,129.0,512.0,455.0,119.0,15.0,76.0,0.0,41.0,8.0,67.0,1.0,13.0,0.32899999999999996,0.389,0.718,4.35,4.51,20.0,阿部　慎之助,巨人,0.31,91.0,387.0,335.0,104.0,12.0,52.0,0.0,44.0,4.0,55.0,1.0,8.0,0.39399999999999996,0.457,0.85,6.64,6.53,142.0,阿部　慎之助,巨人,0.242,111.0,419.0,343.0,83.0,15.0,47.0,0.0,64.0,8.0,84.0,0.0,9.0,0.37,0.414,0.784,5.51,5.65,157.0,阿部　慎之助,巨人,0.248,131.0,526.0,459.0,114.0,19.0,57.0,1.0,58.0,7.0,77.0,0.0,16.0,0.34,0.425,0.765,4.74,4.73
438,244.0,城所　龍磨,ソフトバンク,0.16699999999999998,41.0,26.0,24.0,4.0,1.0,2.0,3.0,1.0,0.0,9.0,1.0,0.0,0.2,0.33299999999999996,0.5329999999999999,2.08,2.32,302.0,城所　龍磨,ソフトバンク,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.77,-2.52,93.0,城所　龍磨,ソフトバンク,0.264,84.0,162.0,148.0,39.0,6.0,19.0,11.0,11.0,0.0,45.0,3.0,0.0,0.314,0.439,0.754,5.42,5.34,298.0,城所　龍磨,ソフトバンク,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,-8.64,142.0,城所　龍磨,ソフトバンク,0.25,81.0,12.0,8.0,2.0,0.0,0.0,8.0,2.0,0.0,3.0,2.0,0.0,0.4,0.25,0.65,2.47,3.06
439,,,,,,,,,,,,,,,,,,,,,,302.0,石垣　雅海,中日,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-2.92,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,,,,,,,,,,,,,,,,,,,,,302.0,星野　雄大,ヤクルト,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.0,川崎　成晃,ヤクルト,0.091,13.0,12.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.16699999999999998,0.091,0.258,-0.49,-0.19,193.0,川崎　成晃,ヤクルト,0.231,14.0,14.0,13.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.28600000000000003,0.231,0.516,2.96,3.02
442,235.0,嶺井　博希,DeNA,0.177,91.0,230.0,209.0,37.0,5.0,25.0,0.0,6.0,8.0,56.0,6.0,9.0,0.228,0.282,0.51,1.37,1.53,125.0,嶺井　博希,DeNA,0.248,52.0,135.0,121.0,30.0,3.0,12.0,0.0,4.0,6.0,35.0,4.0,3.0,0.305,0.364,0.669,3.58,3.58,10.0,嶺井　博希,DeNA,0.33299999999999996,11.0,17.0,15.0,5.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,0.41200000000000003,0.4,0.812,5.59,5.18,153.0,嶺井　博希,DeNA,0.237,74.0,208.0,186.0,44.0,5.0,26.0,0.0,12.0,5.0,46.0,3.0,2.0,0.298,0.371,0.669,3.83,3.94,88.0,嶺井　博希,DeNA,0.273,10.0,14.0,11.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,0.385,0.455,0.8390000000000001,6.31,6.06
443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,小山　桂司,楽天,0.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,-3.15,-2.89,312.0,小山　桂司,楽天,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00
444,,,,,,,,,,,,,,,,,,,,,,235.0,髙濱　祐仁,日本ハム,0.182,3.0,12.0,11.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.25,0.182,0.43200000000000005,1.26,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.0,哲朗,楽天,0.1,11.0,21.0,20.0,2.0,1.0,1.0,0.0,1.0,0.0,6.0,0.0,2.0,0.14300000000000002,0.25,0.39299999999999996,-0.52,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,64.0,曽根　海成,広島,0.278,11.0,22.0,18.0,5.0,0.0,2.0,1.0,2.0,1.0,9.0,1.0,0.0,0.381,0.389,0.77,6.04,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,,,,,,,299.0,新井　良太,阪神,0.063,17.0,17.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.11800000000000001,0.063,0.18,-1.27,-0.95,278.0,新井　良太,阪神,0.154,46.0,88.0,78.0,12.0,3.0,8.0,1.0,7.0,1.0,21.0,1.0,1.0,0.23,0.308,0.5379999999999999,2.12,2.47,237.0,新井　良太,阪神,0.193,93.0,162.0,150.0,29.0,4.0,19.0,0.0,10.0,1.0,41.0,0.0,3.0,0.247,0.327,0.574,2.39,2.55,49.0,新井　良太,阪神,0.295,78.0,196.0,173.0,51.0,7.0,34.0,0.0,17.0,3.0,48.0,1.0,0.0,0.364,0.46799999999999997,0.8320000000000001,6.60,6.52
448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,後藤Ｇ武敏,DeNA,0.261,27.0,30.0,23.0,6.0,1.0,6.0,0.0,7.0,0.0,9.0,0.0,1.0,0.433,0.435,0.868,6.89,6.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,127.0,ロサリオ,阪神,0.242,75.0,302.0,281.0,68.0,8.0,40.0,0.0,17.0,1.0,71.0,0.0,12.0,0.285,0.374,0.6579999999999999,3.09,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,ロサリオ,広島,0.258,42.0,136.0,124.0,32.0,2.0,12.0,1.0,11.0,1.0,23.0,0.0,1.0,0.324,0.34700000000000003,0.67,4.10,4.05,8.0,ロサリオ,広島,0.336,69.0,264.0,238.0,80.0,14.0,49.0,1.0,23.0,1.0,58.0,0.0,8.0,0.39399999999999996,0.584,0.978,7.85,7.61
450,184.0,後藤　駿太,オリックス,0.21600000000000003,33.0,43.0,37.0,8.0,0.0,4.0,2.0,3.0,2.0,12.0,1.0,0.0,0.31,0.21600000000000003,0.526,2.53,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,277.0,宇佐見　真吾,巨人,0.10400000000000001,29.0,58.0,48.0,5.0,0.0,3.0,0.0,10.0,0.0,20.0,0.0,1.0,0.259,0.146,0.40399999999999997,0.93,1.14,10.0,宇佐見　真吾,巨人,0.35,21.0,45.0,40.0,14.0,4.0,8.0,0.0,3.0,2.0,14.0,0.0,0.0,0.42200000000000004,0.65,1.072,10.66,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,,,,,,,,,,,,,,,,,,,,,,262.0,榎本　葵,ヤクルト,0.14300000000000002,9.0,8.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.25,0.14300000000000002,0.39299999999999996,0.91,1.22,,,,,,,,,,,,,,,,,,,,,,296.0,榎本　葵,楽天,0.055999999999999994,15.0,19.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.105,0.055999999999999994,0.161,-1.47,-1.16,279.0,榎本　葵,楽天,0.14300000000000002,24.0,23.0,21.0,3.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.182,0.28600000000000003,0.46799999999999997,0.23,0.41
453,3.0,上本　博紀,阪神,0.42200000000000004,20.0,53.0,45.0,19.0,1.0,6.0,4.0,6.0,0.0,8.0,1.0,1.0,0.48100000000000004,0.556,1.036,11.35,10.71,46.0,上本　博紀,阪神,0.284,125.0,488.0,409.0,116.0,9.0,38.0,16.0,50.0,4.0,71.0,23.0,7.0,0.366,0.40299999999999997,0.769,5.47,5.34,104.0,上本　博紀,阪神,0.257,45.0,113.0,101.0,26.0,2.0,8.0,3.0,12.0,0.0,14.0,0.0,0.0,0.336,0.386,0.722,5.27,5.10,119.0,上本　博紀,阪神,0.253,108.0,452.0,375.0,95.0,4.0,31.0,19.0,44.0,4.0,69.0,29.0,1.0,0.33799999999999997,0.33899999999999997,0.677,4.02,3.95,78.0,上本　博紀,阪神,0.276,131.0,600.0,515.0,142.0,7.0,38.0,20.0,70.0,6.0,97.0,7.0,7.0,0.368,0.39,0.758,5.31,5.19
454,105.0,板山　祐太郎,阪神,0.257,20.0,39.0,35.0,9.0,1.0,3.0,0.0,3.0,0.0,14.0,0.0,4.0,0.308,0.34299999999999997,0.6509999999999999,2.18,2.53,302.0,板山　祐太郎,阪神,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-2.92,-2.61,162.0,板山　祐太郎,阪神,0.23600000000000002,40.0,115.0,106.0,25.0,0.0,5.0,1.0,7.0,0.0,31.0,2.0,0.0,0.28300000000000003,0.302,0.585,3.08,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,38.0,大嶺　翔太,ロッテ,0.294,10.0,18.0,17.0,5.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.33299999999999996,0.294,0.627,4.32,4.23,201.0,大嶺　翔太,ロッテ,0.20600000000000002,91.0,240.0,214.0,44.0,5.0,23.0,1.0,14.0,1.0,56.0,9.0,1.0,0.255,0.336,0.5920000000000001,2.82,2.97,162.0,大嶺　翔太,ロッテ,0.23600000000000002,38.0,80.0,72.0,17.0,0.0,7.0,0.0,2.0,0.0,20.0,6.0,2.0,0.257,0.319,0.5760000000000001,2.25,2.14,284.0,大嶺　翔太,ロッテ,0.12,41.0,30.0,25.0,3.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,0.0,0.207,0.12,0.327,0.39,1.01,225.0,大嶺　翔太,ロッテ,0.20800000000000002,16.0,26.0,24.0,5.0,2.0,3.0,0.0,1.0,0.0,6.0,0.0,0.0,0.231,0.45799999999999996,0.6890000000000001,3.10,3.87
456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.0,中島　俊哉,楽天,0.111,4.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.111,0.111,0.222,-1.00,-0.78
457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.0,田中　大輔,オリックス,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,298.0,田中　大輔,オリックス,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.92,-2.70,142.0,田中　大輔,中日,0.25,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,2.05,2.07
458,41.0,中村　晃,ソフトバンク,0.292,136.0,580.0,506.0,148.0,14.0,57.0,1.0,60.0,5.0,68.0,3.0,5.0,0.369,0.435,0.804,6.12,6.02,68.0,中村　晃,ソフトバンク,0.27,143.0,600.0,511.0,138.0,6.0,42.0,3.0,67.0,3.0,57.0,14.0,5.0,0.355,0.35,0.705,4.63,4.65,52.0,中村　晃,ソフトバンク,0.287,143.0,612.0,488.0,140.0,7.0,50.0,6.0,99.0,12.0,53.0,9.0,8.0,0.41600000000000004,0.377,0.7929999999999999,6.28,6.19,25.0,中村　晃,ソフトバンク,0.3,135.0,590.0,506.0,152.0,1.0,39.0,7.0,66.0,6.0,47.0,9.0,7.0,0.386,0.35,0.735,5.37,5.22,28.0,中村　晃,ソフトバンク,0.308,143.0,638.0,571.0,176.0,4.0,61.0,10.0,59.0,3.0,61.0,3.0,4.0,0.375,0.382,0.757,5.83,5.60
459,235.0,枡田　慎太郎,楽天,0.177,33.0,70.0,62.0,11.0,3.0,13.0,0.0,6.0,1.0,14.0,0.0,2.0,0.257,0.387,0.644,2.95,3.21,247.0,枡田　慎太郎,楽天,0.16899999999999998,32.0,77.0,71.0,12.0,1.0,4.0,1.0,6.0,0.0,23.0,0.0,1.0,0.23399999999999999,0.268,0.501,1.77,1.88,66.0,枡田　慎太郎,楽天,0.278,45.0,66.0,54.0,15.0,1.0,6.0,3.0,11.0,1.0,23.0,0.0,1.0,0.409,0.35200000000000004,0.7609999999999999,6.29,6.22,165.0,枡田　慎太郎,楽天,0.23199999999999998,28.0,94.0,82.0,19.0,2.0,7.0,3.0,12.0,0.0,24.0,0.0,3.0,0.33,0.354,0.6829999999999999,3.85,3.90,210.0,枡田　慎太郎,楽天,0.21899999999999997,71.0,251.0,210.0,46.0,5.0,31.0,3.0,35.0,3.0,66.0,1.0,8.0,0.336,0.33299999999999996,0.669,3.73,3.89
460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,高城　俊人,DeNA,0.20199999999999999,64.0,148.0,129.0,26.0,1.0,9.0,0.0,8.0,4.0,32.0,7.0,6.0,0.27,0.27899999999999997,0.5489999999999999,1.87,1.88,278.0,高城　俊人,DeNA,0.145,48.0,76.0,69.0,10.0,0.0,4.0,0.0,5.0,2.0,28.0,0.0,0.0,0.22399999999999998,0.188,0.41200000000000003,0.98,1.19
461,127.0,内川　聖一,ソフトバンク,0.242,71.0,296.0,281.0,68.0,8.0,30.0,1.0,9.0,3.0,32.0,0.0,6.0,0.27,0.36700000000000005,0.637,3.19,3.31,31.0,内川　聖一,ソフトバンク,0.297,73.0,300.0,266.0,79.0,12.0,50.0,0.0,32.0,0.0,26.0,0.0,9.0,0.37,0.48100000000000004,0.851,6.13,6.05,26.0,内川　聖一,ソフトバンク,0.304,141.0,605.0,556.0,169.0,18.0,106.0,3.0,38.0,2.0,53.0,0.0,27.0,0.345,0.435,0.7809999999999999,4.87,4.89,48.0,内川　聖一,ソフトバンク,0.284,136.0,585.0,529.0,150.0,11.0,82.0,1.0,45.0,4.0,55.0,0.0,24.0,0.34,0.395,0.735,4.42,4.41,31.0,内川　聖一,ソフトバンク,0.307,122.0,534.0,488.0,150.0,18.0,74.0,0.0,34.0,5.0,48.0,0.0,5.0,0.354,0.475,0.8290000000000001,6.36,6.24
