ID,rank2018,player_name2018,team2018,batting_average2018,numOfGames2018,plate_appearances2018,atbat2018,hits2018,HRｓ2018,RBI2018,盗塁2018,walks2018,deadball2018,strike_out2018,sacrifice_bunt2018,double_play2018,On_base_percentage2018,Slugging_percentage2018,OPS2018,RC272018,XR272018,rank2017,player_name2017,team2017,batting_average2017,numOfGames2017,plate_appearances2017,atbat2017,hits2017,HRｓ2017,RBI2017,盗塁2017,walks2017,deadball2017,strike_out2017,sacrifice_bunt2017,double_play2017,On_base_percentage2017,Slugging_percentage2017,OPS2017,RC272017,XR272017,rank2016,player_name2016,team2016,batting_average2016,numOfGames2016,plate_appearances2016,atbat2016,hits2016,HRｓ2016,RBI2016,盗塁2016,walks2016,deadball2016,strike_out2016,sacrifice_bunt2016,double_play2016,On_base_percentage2016,Slugging_percentage2016,OPS2016,RC272016,XR272016,rank2015,player_name2015,team2015,batting_average2015,numOfGames2015,plate_appearances2015,atbat2015,hits2015,HRｓ2015,RBI2015,盗塁2015,walks2015,deadball2015,strike_out2015,sacrifice_bunt2015,double_play2015,On_base_percentage2015,Slugging_percentage2015,OPS2015,RC272015,XR272015,rank2014,player_name2014,team2014,batting_average2014,numOfGames2014,plate_appearances2014,atbat2014,hits2014,HRｓ2014,RBI2014,盗塁2014,walks2014,deadball2014,strike_out2014,sacrifice_bunt2014,double_play2014,On_base_percentage2014,Slugging_percentage2014,OPS2014,RC272014,XR272014
0,207.0,清宮　幸太郎,日本ハム,0.2,53.0,180.0,160.0,32.0,7.0,18.0,0.0,16.0,3.0,60.0,0.0,1.0,0.28300000000000003,0.381,0.665,3.72,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,217.0,西村　凌,オリックス,0.193,31.0,93.0,88.0,17.0,2.0,8.0,2.0,3.0,0.0,27.0,1.0,1.0,0.217,0.307,0.524,2.01,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,230.0,山崎　晃大朗,ヤクルト,0.184,23.0,47.0,38.0,7.0,0.0,0.0,1.0,6.0,0.0,12.0,3.0,1.0,0.295,0.237,0.532,1.95,2.10,137.0,山崎　晃大朗,ヤクルト,0.242,59.0,246.0,219.0,53.0,1.0,13.0,6.0,18.0,0.0,44.0,9.0,3.0,0.3,0.32,0.619,3.04,2.99,260.0,山崎　晃大朗,ヤクルト,0.16699999999999998,7.0,19.0,18.0,3.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.21100000000000002,0.16699999999999998,0.377,0.89,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,290.0,大嶋　匠,日本ハム,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.70,-2.43,,,,,,,,,,,,,,,,,,,,,,219.0,大嶋　匠,日本ハム,0.2,12.0,17.0,15.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.235,0.267,0.502,2.11,2.76,,,,,,,,,,,,,,,,,,,,,,312.0,大嶋　匠,日本ハム,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.92,-2.70
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,李　大浩,ソフトバンク,0.282,141.0,584.0,510.0,144.0,31.0,98.0,0.0,62.0,9.0,109.0,0.0,17.0,0.368,0.524,0.892,6.53,6.46,39.0,李　大浩,ソフトバンク,0.3,144.0,625.0,566.0,170.0,19.0,68.0,0.0,46.0,10.0,97.0,0.0,18.0,0.36200000000000004,0.45399999999999996,0.816,5.64,5.50
5,189.0,エルドレッド,広島,0.213,38.0,94.0,80.0,17.0,5.0,14.0,0.0,11.0,3.0,19.0,0.0,3.0,0.33,0.513,0.8420000000000001,5.38,5.32,78.0,エルドレッド,広島,0.265,116.0,405.0,344.0,91.0,27.0,78.0,0.0,50.0,8.0,111.0,0.0,8.0,0.368,0.532,0.9,6.8,6.9,39.0,エルドレッド,広島,0.294,95.0,354.0,316.0,93.0,21.0,53.0,1.0,31.0,4.0,86.0,0.0,8.0,0.36200000000000004,0.5379999999999999,0.9,6.81,6.78,177.0,エルドレッド,広島,0.22699999999999998,79.0,300.0,264.0,60.0,19.0,54.0,1.0,31.0,1.0,91.0,0.0,3.0,0.307,0.466,0.773,4.85,5.18,117.0,エルドレッド,広島,0.26,118.0,505.0,454.0,118.0,37.0,104.0,2.0,41.0,7.0,169.0,0.0,8.0,0.32899999999999996,0.544,0.873,6.20,6.28
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0,井端　弘和,巨人,0.23399999999999999,98.0,321.0,269.0,63.0,1.0,19.0,3.0,37.0,3.0,36.0,10.0,4.0,0.331,0.27899999999999997,0.61,3.32,3.41,131.0,井端　弘和,巨人,0.256,87.0,187.0,164.0,42.0,3.0,16.0,0.0,18.0,0.0,24.0,4.0,11.0,0.32799999999999996,0.32899999999999996,0.657,3.04,3.11
7,168.0,山崎　憲晴,阪神,0.222,32.0,22.0,18.0,4.0,0.0,2.0,0.0,1.0,0.0,4.0,3.0,0.0,0.263,0.278,0.541,2.27,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.0,山崎　憲晴,DeNA,0.10300000000000001,25.0,34.0,29.0,3.0,0.0,2.0,2.0,3.0,0.0,12.0,2.0,0.0,0.188,0.138,0.325,0.52,0.71,180.0,山崎　憲晴,DeNA,0.239,115.0,374.0,309.0,74.0,2.0,20.0,2.0,19.0,6.0,64.0,38.0,4.0,0.295,0.294,0.589,2.72,2.76
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,後藤　武敏　Ｇ．,DeNA,0.20600000000000002,70.0,76.0,68.0,14.0,4.0,11.0,0.0,8.0,0.0,17.0,0.0,2.0,0.289,0.441,0.731,4.05,4.11,,,,,,,,,,,,,,,,,,,,,
9,290.0,天谷　宗一郎,広島,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.70,-2.43,229.0,天谷　宗一郎,広島,0.18899999999999997,56.0,45.0,37.0,7.0,0.0,2.0,1.0,3.0,1.0,17.0,4.0,0.0,0.268,0.21600000000000003,0.485,1.97,2.05,255.0,天谷　宗一郎,広島,0.175,55.0,96.0,80.0,14.0,1.0,8.0,3.0,13.0,2.0,16.0,0.0,1.0,0.302,0.23800000000000002,0.54,2.85,3.16,203.0,天谷　宗一郎,広島,0.214,30.0,34.0,28.0,6.0,0.0,2.0,3.0,6.0,0.0,7.0,0.0,1.0,0.353,0.214,0.5670000000000001,1.62,1.89,22.0,天谷　宗一郎,広島,0.315,59.0,128.0,111.0,35.0,3.0,6.0,4.0,16.0,1.0,27.0,0.0,0.0,0.406,0.46799999999999997,0.875,7.35,7.03
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,井手　正太郎,DeNA,0.259,11.0,29.0,27.0,7.0,1.0,4.0,0.0,1.0,0.0,5.0,0.0,0.0,0.276,0.37,0.6459999999999999,3.77,4.26,115.0,井手　正太郎,DeNA,0.255,40.0,102.0,98.0,25.0,4.0,13.0,0.0,3.0,0.0,28.0,0.0,0.0,0.275,0.449,0.723,4.51,4.52,231.0,井手　正太郎,DeNA,0.205,36.0,77.0,73.0,15.0,3.0,13.0,0.0,3.0,0.0,20.0,0.0,2.0,0.23399999999999999,0.37,0.604,2.51,2.77
11,115.0,畠山　和洋,ヤクルト,0.248,75.0,155.0,129.0,32.0,5.0,27.0,0.0,26.0,0.0,23.0,0.0,4.0,0.374,0.41100000000000003,0.785,5.49,5.45,191.0,畠山　和洋,ヤクルト,0.212,15.0,62.0,52.0,11.0,2.0,4.0,0.0,8.0,2.0,13.0,0.0,2.0,0.33899999999999997,0.385,0.723,4.28,4.34,139.0,畠山　和洋,ヤクルト,0.245,45.0,190.0,163.0,40.0,1.0,18.0,0.0,26.0,1.0,24.0,0.0,6.0,0.353,0.325,0.6779999999999999,3.92,3.85,89.0,畠山　和洋,ヤクルト,0.268,137.0,584.0,512.0,137.0,26.0,105.0,0.0,62.0,2.0,92.0,0.0,10.0,0.344,0.47100000000000003,0.815,5.76,5.85,26.0,畠山　和洋,ヤクルト,0.31,113.0,464.0,422.0,131.0,17.0,79.0,2.0,36.0,2.0,54.0,1.0,17.0,0.365,0.48100000000000004,0.846,6.00,5.85
12,112.0,神里　和毅,DeNA,0.251,86.0,273.0,247.0,62.0,5.0,21.0,15.0,19.0,3.0,68.0,4.0,4.0,0.312,0.39299999999999996,0.705,3.95,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,244.0,吉田　雄人,オリックス,0.16699999999999998,3.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.16699999999999998,0.16699999999999998,0.33299999999999996,1.04,1.19,302.0,吉田　雄人,オリックス,0.0,11.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-2.78,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,210.0,オコエ　瑠偉,楽天,0.198,44.0,117.0,111.0,22.0,2.0,6.0,2.0,2.0,1.0,23.0,3.0,3.0,0.21899999999999997,0.33299999999999996,0.5529999999999999,1.66,1.71,28.0,オコエ　瑠偉,楽天,0.3,41.0,141.0,130.0,39.0,3.0,11.0,5.0,3.0,3.0,38.0,5.0,3.0,0.331,0.5,0.831,5.48,5.07,243.0,オコエ　瑠偉,楽天,0.185,51.0,130.0,119.0,22.0,1.0,6.0,4.0,6.0,2.0,27.0,1.0,1.0,0.233,0.294,0.527,1.79,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0,古本　武尊,中日,0.16699999999999998,16.0,20.0,18.0,3.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.21100000000000002,0.16699999999999998,0.377,0.62,0.79
16,17.0,アルモンテ,中日,0.321,132.0,546.0,498.0,160.0,15.0,77.0,1.0,44.0,1.0,95.0,0.0,16.0,0.375,0.486,0.861,6.43,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.0,カニザレス,ソフトバンク,0.179,16.0,42.0,39.0,7.0,0.0,3.0,0.0,2.0,1.0,11.0,0.0,1.0,0.23800000000000002,0.205,0.44299999999999995,1.03,1.15,9.0,カニザレス,ソフトバンク,0.33299999999999996,14.0,36.0,33.0,11.0,1.0,3.0,0.0,3.0,0.0,5.0,0.0,1.0,0.389,0.455,0.843,6.49,6.21,28.0,カニザレス,ソフトバンク,0.308,8.0,14.0,13.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.28600000000000003,0.5379999999999999,0.8240000000000001,4.37,4.52
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.0,梵　英心,広島,0.0,7.0,12.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.25,0.0,0.25,-1.60,-1.30,153.0,梵　英心,広島,0.237,96.0,332.0,283.0,67.0,6.0,27.0,2.0,36.0,1.0,49.0,10.0,6.0,0.32299999999999995,0.36,0.6829999999999999,3.89,3.93,95.0,梵　英心,広島,0.26899999999999996,114.0,416.0,353.0,95.0,8.0,41.0,7.0,39.0,5.0,57.0,17.0,14.0,0.348,0.39899999999999997,0.748,4.21,4.19
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,ボウカー,楽天,0.248,65.0,230.0,214.0,53.0,7.0,22.0,3.0,11.0,3.0,55.0,0.0,9.0,0.29100000000000004,0.41100000000000003,0.703,3.73,3.77
20,244.0,市川　友也,ソフトバンク,0.16699999999999998,25.0,51.0,42.0,7.0,2.0,5.0,0.0,0.0,1.0,11.0,8.0,0.0,0.18600000000000003,0.381,0.5670000000000001,2.07,2.24,245.0,市川　友也,日本ハム,0.17,57.0,154.0,135.0,23.0,1.0,8.0,0.0,6.0,4.0,32.0,8.0,3.0,0.226,0.244,0.47,1.3,1.44,270.0,市川　友也,日本ハム,0.165,71.0,156.0,133.0,22.0,1.0,12.0,1.0,8.0,3.0,28.0,10.0,2.0,0.226,0.203,0.429,1.11,1.38,179.0,市川　友也,日本ハム,0.226,43.0,120.0,106.0,24.0,2.0,12.0,0.0,6.0,1.0,30.0,6.0,0.0,0.272,0.34,0.612,3.14,3.24,108.0,市川　友也,日本ハム,0.263,71.0,166.0,137.0,36.0,2.0,9.0,0.0,6.0,3.0,22.0,19.0,0.0,0.306,0.336,0.642,3.50,3.50
21,290.0,島井　寛仁,楽天,0.0,49.0,9.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,-2.96,-2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,264.0,野本　圭,中日,0.125,8.0,8.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.125,0.25,0.375,0.33,0.31,216.0,野本　圭,中日,0.2,15.0,35.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.2,0.257,0.457,0.6,0.58,271.0,野本　圭,中日,0.163,48.0,55.0,49.0,8.0,0.0,7.0,0.0,4.0,0.0,13.0,0.0,1.0,0.218,0.204,0.42200000000000004,0.95,1.46,277.0,野本　圭,中日,0.14300000000000002,10.0,16.0,14.0,2.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.25,0.214,0.46399999999999997,1.61,1.53,205.0,野本　圭,中日,0.222,45.0,72.0,63.0,14.0,1.0,13.0,0.0,5.0,2.0,10.0,1.0,2.0,0.29600000000000004,0.33299999999999996,0.629,3.11,3.25
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.0,米野　智人,日本ハム,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,298.0,米野　智人,西武,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.75,-2.50,220.0,米野　智人,西武,0.21100000000000002,12.0,21.0,19.0,4.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,1.0,0.19,0.21100000000000002,0.401,0.44,1.49
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.0,横田　慎太郎,阪神,0.19,38.0,109.0,105.0,20.0,0.0,4.0,4.0,2.0,2.0,13.0,0.0,3.0,0.22,0.21,0.43,0.79,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,110.0,吉川　尚輝,巨人,0.253,92.0,355.0,316.0,80.0,4.0,29.0,11.0,19.0,5.0,61.0,13.0,5.0,0.304,0.361,0.665,3.71,3.68,63.0,吉川　尚輝,巨人,0.273,5.0,12.0,11.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.273,0.273,0.545,3.03,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,稲葉　篤紀,日本ハム,0.23399999999999999,44.0,89.0,77.0,18.0,3.0,12.0,0.0,10.0,2.0,13.0,0.0,3.0,0.337,0.39,0.727,4.32,4.37
27,41.0,井上　晴哉,ロッテ,0.292,133.0,548.0,476.0,139.0,24.0,99.0,1.0,63.0,3.0,106.0,0.0,7.0,0.374,0.506,0.88,6.99,6.94,163.0,井上　晴哉,ロッテ,0.23,35.0,119.0,113.0,26.0,0.0,11.0,0.0,5.0,1.0,26.0,0.0,2.0,0.26899999999999996,0.292,0.561,2.44,2.37,166.0,井上　晴哉,ロッテ,0.23199999999999998,35.0,107.0,99.0,23.0,2.0,16.0,0.0,5.0,3.0,19.0,0.0,6.0,0.29,0.34299999999999997,0.633,2.64,2.63,247.0,井上　晴哉,ロッテ,0.182,5.0,12.0,11.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.25,0.182,0.43200000000000005,0.28,0.41,220.0,井上　晴哉,ロッテ,0.21100000000000002,36.0,104.0,95.0,20.0,2.0,7.0,0.0,6.0,2.0,23.0,0.0,1.0,0.26899999999999996,0.316,0.585,2.82,3.00
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,宮崎　祐樹,オリックス,0.252,43.0,148.0,131.0,33.0,0.0,14.0,3.0,13.0,1.0,25.0,3.0,3.0,0.324,0.298,0.622,3.00,2.98,236.0,宮崎　祐樹,オリックス,0.2,4.0,8.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.5,0.2,0.7,3.94,4.43
29,22.0,坂口　智隆,ヤクルト,0.317,139.0,595.0,508.0,161.0,3.0,37.0,9.0,75.0,3.0,60.0,7.0,15.0,0.406,0.39399999999999996,0.8,5.94,5.68,40.0,坂口　智隆,ヤクルト,0.29,136.0,607.0,535.0,155.0,4.0,38.0,4.0,59.0,5.0,76.0,5.0,6.0,0.364,0.35,0.713,4.95,4.86,37.0,坂口　智隆,ヤクルト,0.295,141.0,607.0,526.0,155.0,0.0,39.0,7.0,63.0,8.0,66.0,5.0,5.0,0.375,0.34,0.716,5.16,5.10,100.0,坂口　智隆,オリックス,0.262,36.0,121.0,107.0,28.0,1.0,5.0,1.0,12.0,0.0,18.0,1.0,1.0,0.33299999999999996,0.355,0.688,4.51,4.46,186.0,坂口　智隆,オリックス,0.235,122.0,382.0,323.0,76.0,2.0,40.0,3.0,47.0,2.0,45.0,10.0,4.0,0.336,0.3,0.636,3.73,3.75
30,1.0,山本　祐大,DeNA,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,52.0,糸原　健斗,阪神,0.28600000000000003,143.0,637.0,531.0,152.0,1.0,35.0,6.0,86.0,7.0,73.0,9.0,5.0,0.39,0.36200000000000004,0.752,5.67,5.53,97.0,糸原　健斗,阪神,0.259,66.0,193.0,162.0,42.0,1.0,24.0,1.0,23.0,3.0,26.0,5.0,1.0,0.36200000000000004,0.358,0.72,5.05,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,72.0,大田　泰示,日本ハム,0.27399999999999997,104.0,429.0,383.0,105.0,14.0,59.0,3.0,38.0,7.0,103.0,0.0,11.0,0.35,0.462,0.812,5.40,5.30,98.0,大田　泰示,日本ハム,0.258,118.0,457.0,427.0,110.0,15.0,46.0,5.0,28.0,0.0,88.0,0.0,14.0,0.302,0.41700000000000004,0.7190000000000001,4.06,4.06,216.0,大田　泰示,巨人,0.20199999999999999,62.0,119.0,114.0,23.0,4.0,13.0,0.0,4.0,0.0,45.0,0.0,3.0,0.22699999999999998,0.377,0.604,2.44,2.61,60.0,大田　泰示,巨人,0.27699999999999997,60.0,138.0,130.0,36.0,1.0,3.0,3.0,7.0,1.0,39.0,0.0,0.0,0.319,0.354,0.6729999999999999,4.18,4.03,164.0,大田　泰示,巨人,0.24600000000000002,44.0,74.0,65.0,16.0,2.0,12.0,4.0,8.0,1.0,20.0,0.0,2.0,0.33799999999999997,0.431,0.769,4.70,4.55
33,127.0,バティスタ,広島,0.242,99.0,302.0,273.0,66.0,25.0,55.0,0.0,26.0,1.0,81.0,0.0,6.0,0.308,0.546,0.8540000000000001,5.57,5.75,101.0,バティスタ,広島,0.256,61.0,143.0,125.0,32.0,11.0,26.0,0.0,15.0,1.0,44.0,0.0,3.0,0.336,0.56,0.8959999999999999,6.33,6.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,281.0,上本　崇司,広島,0.091,59.0,13.0,11.0,1.0,0.0,0.0,6.0,1.0,0.0,4.0,1.0,0.0,0.16699999999999998,0.091,0.258,0.35,0.81,273.0,上本　崇司,広島,0.125,37.0,10.0,8.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.3,0.125,0.425,3.88,4.13,299.0,上本　崇司,広島,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,62.0,上本　崇司,広島,0.28600000000000003,18.0,8.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.375,0.28600000000000003,0.6609999999999999,4.74,4.70
35,188.0,岡田　幸文,ロッテ,0.214,55.0,18.0,14.0,3.0,0.0,0.0,5.0,2.0,0.0,2.0,2.0,1.0,0.313,0.214,0.527,-0.17,0.26,302.0,岡田　幸文,ロッテ,0.0,31.0,40.0,33.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.132,0.0,0.132,-1.3,-1.0,69.0,岡田　幸文,ロッテ,0.275,121.0,356.0,327.0,90.0,0.0,18.0,14.0,20.0,3.0,42.0,6.0,2.0,0.32299999999999995,0.315,0.638,3.74,3.65,135.0,岡田　幸文,ロッテ,0.245,112.0,205.0,188.0,46.0,0.0,13.0,11.0,8.0,2.0,22.0,7.0,0.0,0.28300000000000003,0.287,0.57,3.08,3.06,81.0,岡田　幸文,ロッテ,0.275,110.0,249.0,222.0,61.0,0.0,9.0,14.0,14.0,1.0,32.0,11.0,1.0,0.319,0.32899999999999996,0.648,3.94,3.86
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,赤堀　大智,DeNA,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.92,-2.70,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,ミレッジ,ヤクルト,0.21100000000000002,24.0,81.0,76.0,16.0,1.0,9.0,0.0,5.0,0.0,16.0,0.0,1.0,0.259,0.303,0.562,2.07,2.18,193.0,ミレッジ,ヤクルト,0.231,10.0,47.0,39.0,9.0,1.0,6.0,0.0,6.0,0.0,6.0,0.0,4.0,0.319,0.359,0.6779999999999999,2.83,3.32
38,,,,,,,,,,,,,,,,,,,,,,226.0,キャンベル,阪神,0.191,21.0,54.0,47.0,9.0,1.0,5.0,0.0,7.0,0.0,17.0,0.0,2.0,0.29600000000000004,0.298,0.594,2.56,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,64.0,源田　壮亮,西武,0.278,143.0,666.0,594.0,165.0,4.0,57.0,34.0,48.0,4.0,101.0,14.0,7.0,0.33299999999999996,0.374,0.7070000000000001,4.67,4.60,68.0,源田　壮亮,西武,0.27,143.0,647.0,575.0,155.0,3.0,57.0,37.0,36.0,6.0,100.0,26.0,5.0,0.317,0.35100000000000003,0.669,4.08,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,284.0,下園　辰哉,DeNA,0.1,8.0,11.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.182,0.1,0.282,-1.17,-0.97,81.0,下園　辰哉,DeNA,0.27,67.0,85.0,74.0,20.0,1.0,14.0,0.0,9.0,1.0,13.0,0.0,1.0,0.353,0.33799999999999997,0.691,4.64,4.73,48.0,下園　辰哉,DeNA,0.284,53.0,84.0,74.0,21.0,1.0,8.0,0.0,8.0,0.0,14.0,2.0,2.0,0.354,0.37799999999999995,0.732,4.68,4.50,75.0,下園　辰哉,DeNA,0.27699999999999997,68.0,117.0,101.0,28.0,1.0,8.0,0.0,14.0,1.0,18.0,1.0,1.0,0.371,0.34700000000000003,0.7170000000000001,5.12,5.00
41,271.0,小島　脩平,オリックス,0.12,40.0,54.0,50.0,6.0,0.0,2.0,3.0,4.0,0.0,9.0,0.0,0.0,0.185,0.14,0.325,0.22,0.46,189.0,小島　脩平,オリックス,0.213,61.0,182.0,164.0,35.0,2.0,19.0,3.0,7.0,0.0,21.0,9.0,4.0,0.243,0.305,0.5479999999999999,2.17,2.31,136.0,小島　脩平,オリックス,0.24600000000000002,79.0,219.0,199.0,49.0,0.0,9.0,6.0,9.0,3.0,29.0,8.0,3.0,0.289,0.307,0.596,2.57,2.51,258.0,小島　脩平,オリックス,0.17,41.0,52.0,47.0,8.0,0.0,6.0,3.0,4.0,0.0,12.0,1.0,1.0,0.235,0.213,0.44799999999999995,0.73,0.88,312.0,小島　脩平,オリックス,0.0,10.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.23,-0.81
42,62.0,福留　孝介,阪神,0.28,123.0,499.0,414.0,116.0,14.0,72.0,2.0,73.0,5.0,90.0,0.0,10.0,0.389,0.45399999999999996,0.843,6.48,6.47,87.0,福留　孝介,阪神,0.263,127.0,526.0,441.0,116.0,18.0,79.0,1.0,77.0,3.0,92.0,1.0,17.0,0.373,0.444,0.818,5.61,5.63,19.0,福留　孝介,阪神,0.311,131.0,523.0,453.0,141.0,11.0,59.0,0.0,61.0,3.0,78.0,0.0,6.0,0.392,0.45299999999999996,0.845,6.84,6.67,54.0,福留　孝介,阪神,0.281,140.0,569.0,495.0,139.0,20.0,76.0,1.0,65.0,1.0,75.0,1.0,15.0,0.361,0.46299999999999997,0.8240000000000001,5.76,5.78,137.0,福留　孝介,阪神,0.253,104.0,367.0,312.0,79.0,9.0,34.0,1.0,47.0,1.0,48.0,3.0,11.0,0.349,0.365,0.7140000000000001,4.35,4.51
